epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,4249.74,0.34578,0.38782,0.21211,0.77964,0.99923,0.99553,0.99499,0.96378,0.99901,0.99522,0.99498,0.7499,0.28987,0.36368,0.19645,0.76871,0.0006338,0.0006338,0.0006338
71,4309.34,0.35012,0.39343,0.21378,0.77939,0.99908,0.99593,0.99499,0.96455,0.99923,0.99521,0.99499,0.74088,0.28901,0.36685,0.19598,0.76839,0.000614,0.000614,0.000614
72,4368.85,0.35107,0.39523,0.21246,0.7796,0.99934,0.99571,0.99499,0.96667,0.99901,0.99538,0.99499,0.7399,0.28583,0.36643,0.19348,0.76774,0.0005942,0.0005942,0.0005942
73,4427.23,0.34878,0.39293,0.20994,0.77931,0.99941,0.99565,0.995,0.96603,0.99908,0.99532,0.99499,0.74187,0.28721,0.36154,0.19283,0.7683,0.0005744,0.0005744,0.0005744
74,4485.37,0.33959,0.38504,0.20713,0.77889,0.99941,0.99565,0.99499,0.96701,0.99901,0.99525,0.99499,0.74097,0.28162,0.36281,0.19243,0.76762,0.0005546,0.0005546,0.0005546
75,4544.07,0.34473,0.38872,0.20969,0.77916,0.9993,0.9958,0.99499,0.96739,0.99897,0.99547,0.99498,0.74277,0.28157,0.36082,0.19124,0.76835,0.0005348,0.0005348,0.0005348
76,4602.38,0.33991,0.38208,0.20678,0.77948,0.99934,0.99583,0.99499,0.96611,0.99901,0.9955,0.99499,0.74015,0.28245,0.35895,0.19134,0.76762,0.000515,0.000515,0.000515
77,4661.15,0.33885,0.38459,0.20691,0.77901,0.99934,0.99575,0.99499,0.96541,0.99901,0.99542,0.99499,0.73703,0.2867,0.37046,0.19262,0.76798,0.0004952,0.0004952,0.0004952
78,4720.66,0.34571,0.38899,0.20975,0.77912,0.99897,0.99593,0.995,0.96747,0.99907,0.99521,0.99499,0.74673,0.28,0.36181,0.19025,0.76778,0.0004754,0.0004754,0.0004754
79,4779.23,0.34733,0.38739,0.20927,0.78001,0.99933,0.99553,0.995,0.96633,0.99913,0.99534,0.99499,0.73925,0.28448,0.36238,0.19281,0.7678,0.0004556,0.0004556,0.0004556
80,4837.86,0.33974,0.38397,0.20592,0.77876,0.99934,0.99573,0.99499,0.96657,0.99914,0.99553,0.99499,0.74799,0.28393,0.35868,0.19089,0.76792,0.0004358,0.0004358,0.0004358
81,4897.07,0.34176,0.38003,0.20656,0.77871,0.99928,0.99596,0.99499,0.96719,0.99901,0.99569,0.99499,0.74692,0.27959,0.35646,0.18909,0.76775,0.000416,0.000416,0.000416
82,4955.27,0.33836,0.38346,0.20502,0.77935,0.99908,0.99602,0.99499,0.96591,0.99875,0.99569,0.99499,0.74487,0.2842,0.36142,0.18923,0.76774,0.0003962,0.0003962,0.0003962
83,5014.44,0.3442,0.38585,0.2059,0.77929,0.99943,0.9958,0.995,0.96776,0.99923,0.9956,0.99499,0.74646,0.28347,0.36474,0.19308,0.76761,0.0003764,0.0003764,0.0003764
84,5073.27,0.3415,0.38355,0.20673,0.77911,0.99941,0.99583,0.995,0.96566,0.99908,0.99551,0.99499,0.7466,0.28991,0.36322,0.19297,0.76794,0.0003566,0.0003566,0.0003566
85,5133.16,0.33641,0.37906,0.20438,0.77867,0.99914,0.99595,0.99499,0.96809,0.99911,0.99553,0.99499,0.74766,0.27977,0.35393,0.18834,0.76774,0.0003368,0.0003368,0.0003368
86,5192.07,0.33343,0.37918,0.20376,0.77812,0.99941,0.99571,0.99499,0.96759,0.99929,0.99547,0.99499,0.74465,0.28343,0.36456,0.18919,0.76769,0.000317,0.000317,0.000317
87,5250.94,0.33171,0.37527,0.20236,0.77869,0.99934,0.99582,0.99499,0.9657,0.99914,0.99562,0.99499,0.74918,0.28991,0.36765,0.19108,0.76808,0.0002972,0.0002972,0.0002972
88,5310.05,0.33617,0.38099,0.2034,0.77845,0.99941,0.99567,0.99499,0.96726,0.99934,0.99527,0.99499,0.74887,0.28207,0.3624,0.18891,0.76772,0.0002774,0.0002774,0.0002774
89,5369.24,0.33846,0.38139,0.20363,0.77873,0.99938,0.9958,0.99499,0.96776,0.99921,0.99535,0.99499,0.74726,0.28139,0.35755,0.18813,0.76766,0.0002576,0.0002576,0.0002576
90,5428.47,0.33648,0.37506,0.20375,0.77817,0.99921,0.99596,0.995,0.96846,0.9993,0.99547,0.99499,0.74542,0.27836,0.35754,0.18672,0.76747,0.0002378,0.0002378,0.0002378
91,5464.46,0.31656,0.37682,0.20351,0.77273,0.99924,0.99599,0.99499,0.96495,0.99884,0.9956,0.99499,0.74183,0.28844,0.35981,0.19466,0.76664,0.000218,0.000218,0.000218
92,5493.56,0.31288,0.37162,0.19991,0.77199,0.99934,0.99579,0.99499,0.96637,0.99934,0.99516,0.99499,0.74255,0.2808,0.35272,0.19179,0.7665,0.0001982,0.0001982,0.0001982
93,5522.38,0.30918,0.36825,0.19636,0.77169,0.99921,0.99564,0.99499,0.96785,0.99895,0.99535,0.99499,0.7414,0.28212,0.35272,0.19054,0.76697,0.0001784,0.0001784,0.0001784
94,5551.26,0.30498,0.36808,0.19281,0.7721,0.99934,0.99589,0.99499,0.96844,0.99901,0.99556,0.99498,0.74904,0.28146,0.35242,0.18888,0.76676,0.0001586,0.0001586,0.0001586
95,5580.44,0.30773,0.37078,0.19363,0.77264,0.99947,0.99593,0.99499,0.96961,0.99914,0.99557,0.99499,0.74844,0.27848,0.34635,0.18745,0.76664,0.0001388,0.0001388,0.0001388
96,5609.57,0.30837,0.36952,0.19319,0.77229,0.99914,0.99593,0.99499,0.9669,0.99925,0.99501,0.99499,0.74654,0.28514,0.36019,0.18956,0.76701,0.000119,0.000119,0.000119
97,5638.96,0.30228,0.36527,0.19011,0.77194,0.99916,0.99593,0.99499,0.96948,0.99917,0.99514,0.99499,0.74957,0.27777,0.34884,0.18565,0.76663,9.92e-05,9.92e-05,9.92e-05
98,5667.96,0.29999,0.36029,0.18871,0.77267,0.99914,0.99609,0.99499,0.96993,0.99914,0.995,0.99499,0.74617,0.27446,0.34516,0.18392,0.76668,7.94e-05,7.94e-05,7.94e-05
99,5697.26,0.29889,0.35966,0.18806,0.77142,0.99918,0.99613,0.99499,0.96987,0.9991,0.99501,0.99499,0.74734,0.27536,0.34651,0.18391,0.76663,5.96e-05,5.96e-05,5.96e-05
100,5726.16,0.30448,0.3633,0.19049,0.77271,0.99928,0.9959,0.99499,0.96987,0.99901,0.99521,0.99499,0.74777,0.2763,0.34538,0.1841,0.76676,3.98e-05,3.98e-05,3.98e-05
